dt,ret,pos,pos_lag,turnover,cost,pnl_gross,pnl_net
2000-03-06,0.003975014196479165,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-07,-0.01074660633484159,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-08,-0.012006861063464824,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-09,0.01504629629629628,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-10,0.0011402508551880963,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-13,-0.009965831435079675,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-14,0.018694276675294885,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-15,0.0028232636928289256,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-16,0.008445945945946054,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-17,0.006141820212171911,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-20,-0.010543840177580477,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-21,0.012338754907459393,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-22,-0.006094182825484795,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-23,-0.0005574136008918984,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-24,-0.007250418293363037,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-27,-0.009550561797752821,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-03-28,0.0028360748723765816,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-29,0.0033936651583710287,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-30,0.0033821871476888976,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-31,-0.008988764044943864,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-03,-0.005668934240362855,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-05,-0.003990877993158448,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-06,-0.031482541499713745,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-07,-0.0038416075650118398,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-10,0.015129041827350864,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-11,0.008182349503214503,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-12,-0.0028985507246376274,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-13,-0.01104651162790693,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-14,-0.018812463256907663,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-17,-0.009586578789694378,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-18,0.018753781004234638,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-19,0.014251781472684133,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-20,-0.005854800936768156,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-21,0.0035335689045936647,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-25,0.015258215962441257,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-26,0.005780346820809301,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-27,-0.0060344827586207295,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-04-28,0.013009540329575131,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-02,0.021404109589041154,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-03,-0.009779267951941839,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-04,0.0028216704288939187,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-05,0.019133370849746756,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-08,-0.008834897846493606,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-09,0.003342618384401197,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-10,-0.003331482509716821,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-11,0.0016713091922004875,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-12,0.016685205784204626,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-16,0.010940919037199182,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-17,-0.008116883116883078,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-18,0.0010911074740862503,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-19,-0.004904632152588517,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-22,-0.003285870755750264,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-23,-0.001098901098901095,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-24,0.005500550055005604,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-25,-0.009299781181619227,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-26,0.005521811154058476,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-29,0.0016474464579900872,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-30,-0.03289473684210531,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-05-31,0.00340136054421758,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-01,0.00395480225988698,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-02,-0.017445132245357375,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-05,0.004581901489117968,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-06,0.003420752565564511,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-07,-0.025568181818181768,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-08,0.014577259475218707,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-09,0.004885057471264442,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-12,-0.00972261938804686,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-13,0.01472711521801906,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-14,0.00626067159931698,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-15,0.0005656108597285048,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-16,0.018089315997738886,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-19,0.002220988339811214,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-20,-0.009418282548476431,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-21,0.006431767337807592,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-22,0.0008335648791331085,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-23,-0.013325930038867284,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-26,0.014631401238041741,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-27,-0.004991680532445919,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-28,0.0078037904124861335,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-29,-0.015486725663716783,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-06-30,0.00561797752808979,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-03,0.0022346368715084886,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-04,-0.0039018952062430667,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-06,-0.011191941801902638,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-07,0.0005659309564232107,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-10,0.01074660633484159,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-11,0.003357582540570725,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-12,0.008365867261572735,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-13,-0.0011061946902655162,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-14,-0.0033222591362126463,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-17,0.018333333333333313,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-18,0.0016366612111293755,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-19,-0.0010893246187363426,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-20,0.0016357688113413094,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-21,0.016875340228633684,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-24,0.007494646680942241,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-25,-0.004250797024442088,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-26,-0.0026680896478121774,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-27,0.005885500267522659,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-28,-0.0005319148936170359,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-07-31,0.0029270888770622783,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-01,0.0018572565667285268,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-02,0.0010593220338983578,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-03,-0.007936507936507908,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-04,-0.0005333333333333856,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-07,0.004268943436499528,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-08,-0.004782146652497321,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-09,0.0069407367859049,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-10,-0.003711558854718966,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-11,-0.0047897817988291624,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-14,0.007219251336898491,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-16,-0.0018582426333952906,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-17,0.0031914893617022155,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-18,0.0005302226935313126,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-21,-0.012718600953895098,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-22,0.005904455179817525,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-23,-0.0008004268943436754,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-24,0.002937249666221664,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-25,-0.0005324813631523151,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-08-28,0.0037293553542887548,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-29,0.015392781316348136,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-30,0.003659174072137894,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-31,0.002083333333333437,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-01,0.0036382536382535413,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-04,0.007767995857068888,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-05,0.0066803699897224345,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-06,-0.0015313935681470214,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-07,0.0035787321063394106,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-08,0.010188487009679115,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-11,-0.0020171457387796465,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-12,0.012632642748862999,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-13,0.007984031936127733,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-14,0.000990099009900991,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-15,-0.003956478733926794,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-18,-0.00794438927507446,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-20,-0.011011011011010985,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-21,0.007591093117408798,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-22,0.00954294324460081,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-25,0.003980099502487455,0.0,0.0,0.0,0.0,0.0,0.0
2000-09-26,-0.011397423191278455,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-27,-0.0025062656641604564,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-28,-0.0030150753768843908,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-09-29,0.0065524193548387455,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-02,-0.015523284927391079,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-03,-0.00661241098677523,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-04,-0.004096262160778297,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-05,0.013367609254498758,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-06,-0.006595636732623089,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-09,-0.009193054136874323,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-10,0.009793814432989656,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-11,-0.006125574272588086,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-12,-0.009758602978941933,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-13,0.006224066390041472,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-16,-0.0020618556701030855,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-17,-0.011363636363636354,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-18,-0.010449320794148398,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-19,0.004223864836325308,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-20,-0.009463722397476393,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-23,0.0005307855626326408,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-24,0.0053050397877985045,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-25,-0.015303430079155689,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-26,-0.020364415862808127,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-27,0.009846827133479286,0.0,0.0,0.0,0.0,0.0,0.0
2000-10-30,-0.00325027085590468,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-10-31,0.011413043478260887,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-01,-0.015045674368619033,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-02,0.0016366612111293755,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-03,0.002178649237472685,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-06,-0.008695652173912993,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-07,-0.006030701754385914,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-08,0.004412575841147293,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-09,0.010433827567270626,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-10,-0.011956521739130421,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-13,-0.014301430143014326,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-14,0.010044642857142794,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-15,0.0005524861878452025,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-16,-0.006902263942573206,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-17,0.003058103975535076,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-20,-0.0044345898004434225,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-21,0.00445434298440972,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-22,-0.006651884700665134,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-23,-0.0005580357142856984,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-24,0.012283640424344044,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-27,0.014616657473800254,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-28,0.00842620277249262,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-29,-0.0005390835579515141,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-11-30,-0.006472491909385147,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-01,0.004071661237784907,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-04,0.0040551500405514584,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-05,0.009154550350026991,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-06,0.002134471718249653,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-07,0.006922257720979763,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-08,0.01322051824431525,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-11,0.006002087682672297,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-12,-0.014267185473411104,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-13,0.000526315789473708,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-14,0.004734350341925264,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-15,-0.0010471204188481353,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-18,-0.01572327044025157,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-19,0.0010649627263046302,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-20,-0.011702127659574457,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-21,-0.005920344456404769,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-22,0.0010828370330264736,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-27,-0.005408328826392639,0.0,0.0,0.0,0.0,-0.0,-0.0
2000-12-28,0.0010875475802065715,0.0,0.0,0.0,0.0,0.0,0.0
2000-12-29,-0.0076045627376425395,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-02,-0.030925013683634428,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-01-03,-0.017226772098277277,-0.6486525604537032,0.0,0.6486525604537032,9.72978840680555e-05,-0.0,-9.72978840680555e-05
2001-01-04,0.01551724137931032,-0.6486525604537032,-0.6486525604537032,0.0,0.0,-0.010065298351867792,-0.010065298351867792
2001-01-05,-0.009054895302773036,-0.6486525604537032,-0.6486525604537032,0.0,0.0,0.00587348102278394,0.00587348102278394
2001-01-08,0.0159908623643632,-0.6153678306543741,-0.6486525604537032,0.03328472979932917,4.992709469899376e-06,-0.010372513816506949,-0.010377506525976849
2001-01-09,0.005621135469364713,-0.6153678306543741,-0.6153678306543741,0.0,0.0,-0.0034590659395973204,-0.0034590659395973204
2001-01-10,-0.0011179429849077493,-0.6161774972787059,-0.6153678306543741,0.0008096666243317951,1.214499936497693e-07,0.0006879461494179573,0.0006878246994243076
2001-01-11,0.005595970900951208,-0.6161774972787059,-0.6161774972787059,0.0,0.0,-0.0034481113445925804,-0.0034481113445925804
2001-01-12,0.005843071786310494,-0.6161774972787059,-0.6161774972787059,0.0,0.0,-0.0036003693497086175,-0.0036003693497086175
2001-01-15,-0.003042876901798053,-0.6213082541179601,-0.6161774972787059,0.005130756839254236,7.696135258881355e-07,0.0018749522738771066,0.0018741826603512184
2001-01-16,-0.022752497225305257,-0.6213082541179601,-0.6213082541179601,0.0,0.0,0.01413631432787814,0.01413631432787814
2001-01-17,0.008517887563884052,-0.5981188744143425,-0.6213082541179601,0.023189379703617563,3.4784069555426347e-06,-0.005292233851089885,-0.005295712258045427
2001-01-18,0.02421171171171177,-0.5981188744143425,-0.5981188744143425,0.0,0.0,-0.014481481756653598,-0.014481481756653598
2001-01-19,-0.0010995052226497881,-0.5981188744143425,-0.5981188744143425,0.0,0.0,0.0006576348261839824,0.0006576348261839824
2001-01-22,0.006053935057787507,-0.55271843218674,-0.5981188744143425,0.04540044222760253,6.810066334140381e-06,-0.0036209728225413914,-0.0036277828888755317
2001-01-23,-0.003282275711159688,-0.55271843218674,-0.55271843218674,0.0,0.0,0.0018141742850767996,0.0018141742850767996
2001-01-24,-0.008781558726673966,0.0,-0.55271843218674,0.55271843218674,8.290776482801101e-05,0.004853729371563019,0.004770821606735008
2001-01-25,0.0019379844961240345,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-26,-0.0019342359767892114,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-01-29,-0.007198228128460715,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-01-30,0.006134969325153339,0.0,0.0,0.0,0.0,0.0,0.0
2001-01-31,0.006651884700665134,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-01,0.0016519823788545551,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-02,-0.00604727872457389,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-05,-0.009402654867256666,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-06,-0.0005583472920156485,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-07,0.0022346368715084886,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-08,0.0005574136008918984,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-09,-0.00835654596100277,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-12,-0.002808988764044895,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-13,0.009295774647887223,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-14,-0.0064192017862126916,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-15,0.010674157303370846,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-16,-0.0027793218454696955,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-02-19,-0.007525083612040184,-0.7389538646145962,0.0,0.7389538646145962,0.00011084307969218945,-0.0,-0.00011084307969218945
2001-02-20,-0.0002808199943835632,-0.7389538646145962,-0.7389538646145962,0.0,0.0,0.00020751302011078323,0.00020751302011078323
2001-02-21,-0.010674157303370735,-0.7341979229410462,-0.7389538646145962,0.004755941673549979,7.13391251032497e-07,0.007887709790829922,0.00788699639957889
2001-02-22,-0.004542873367404887,-0.7341979229410462,-0.7341979229410462,0.0,0.0,0.0033353681905328647,0.0033353681905328647
2001-02-23,-0.00456360524814603,-0.7341979229410462,-0.7341979229410462,0.0,0.0,0.003350589494311673,0.003350589494311673
2001-02-26,0.010888252148997024,-0.822388483243763,-0.7341979229410462,0.08819056030271677,1.3228584045407517e-05,-0.007994132112251999,-0.008007360696297407
2001-02-27,-0.00170068027210879,-0.822388483243763,-0.822388483243763,0.0,0.0,0.001398619869462138,0.001398619869462138
2001-02-28,0.003975014196479165,-1.0288034321915391,-0.822388483243763,0.20641494894777612,3.096224234216642e-05,-0.003269005895914926,-0.0032999681382570928
2001-03-01,0.01074660633484159,-1.0288034321915391,-1.0288034321915391,0.0,0.0,-0.011056145481696365,-0.011056145481696365
2001-03-02,0.003357582540570725,-1.0288034321915391,-1.0288034321915391,0.0,0.0,-0.0034542924416055493,-0.0034542924416055493
2001-03-05,0.016452872281093045,-0.9089263712477718,-1.0288034321915391,0.11987706094376738,1.798155914156511e-05,-0.016926771472197562,-0.01694475303133913
2001-03-06,0.0043895747599451695,-0.9089263712477718,-0.9089263712477718,0.0,0.0,-0.003989800257877772,-0.003989800257877772
2001-03-07,-0.006828735318219037,0.0,-0.9089263712477718,0.9089263712477718,0.00013633895568716578,0.0062068176130003275,0.006070478657313162
2001-03-08,-0.010451045104510448,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-03-09,0.005558643690939391,0.0,0.0,0.0,0.0,0.0,0.0
2001-03-12,-0.006080707573244859,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-03-13,-0.007230255839822064,0.0,0.0,0.0,0.0,-0.0,-0.0
2001-03-14,-0.008403361344537785,-0.855330911616488,0.0,0.855330911616488,0.00012829963674247321,-0.0,-0.00012829963674247321
2001-03-15,-0.0005649717514124575,-0.855330911616488,-0.855330911616488,0.0,0.0,0.0004832378031731811,0.0004832378031731811
2001-03-16,-0.009609949123798756,-0.855330911616488,-0.855330911616488,0.0,0.0,0.00821968654464686,0.00821968654464686
